,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
0,CC176SA5628,1,,,
1,CC176SA5629,2,,,
2,CC176SA5630,3,,,
3,CC176SA5632,4,,,
4,CC176SA5633,5,,,
5,CC176SA5634,6,,,
6,CC176SA5636,7,,,
7,CC176SA5637,8,,,
8,CC176SA5638,9,,,
9,CC176SA5639,10,,,
10,CC176SA5640,11,,,
11,CC176SA5641,12,,,
12,CC176SA5642,13,,,
13,CC176SA5643,14,,,
14,CC176SA5644,15,,,
15,CC176SA5646,16,,,
16,CC176SA5649,17,,,
17,CC176SA5650,18,,,
18,CC176SA5652,19,,,
19,CC176SA5653,20,,,
20,CC176SA5654,21,,,
21,CC176SA5655,22,,,
22,CC176SA5657,23,,,
23,AGD102-129SA0001,23,0.0,,
24,AGD102-132SA0001,24,1.0,,
25,AGD102-133SA0001,25,2.0,,
26,AGD102-133SA0002,26,3.0,,
27,AGD102-134SA0001,27,4.0,,
28,AGD102-135SA0001,28,5.0,,
29,AGD102-137SA0001,29,6.0,,
30,AGD102-144SA0001,30,7.0,,
31,AGD207-410SA0002,31,8.0,,
32,AGD207-411SA0001,32,9.0,,
33,AGD207-411SA0002,33,10.0,,
34,AGD207-412SA0001,34,11.0,,
35,AGD207-412SA0003,35,12.0,,
36,AGD207-413SA0001,36,13.0,,
37,AGD207-414SA0002,37,14.0,,
38,AGD207-415SA0001,38,15.0,,
39,AGD207-415SA0002,39,16.0,,
40,AGD207-420SA0001,40,17.0,,
41,AGD207-420SA0003,41,18.0,,
42,AGD207-427SA0001,42,19.0,,
43,AGD301-129SA0001,43,20.0,,
44,AGD301-130SA0001,44,21.0,,
45,AGD301-131SA0001,45,22.0,,
46,AGD301-132SA0001,46,23.0,,
47,AGD301-153SA0001,47,24.0,,
48,AGD301-157SA0001,48,25.0,,
49,AGD301-159SA0002,49,26.0,,
50,AGD301-171SA0001,50,27.0,,
51,AGD301-172SA0001,51,28.0,,
52,AGD301-173SA0001,52,29.0,,
53,AGD301-174SA0001,53,30.0,,
54,AGD301-175SA0001,54,31.0,,
55,AGD301-179SA0001,55,32.0,,
56,AGD513-100SA0001,56,33.0,,
57,AGD513-102SA0001,57,34.0,,
58,AGD513-105SA0001,58,35.0,,
59,AGD513-109SA0001,59,36.0,,
60,AGD513-113SA0001,60,37.0,,
61,CA001SA0013,61,38.0,,
62,CA001SA0014,62,39.0,,
63,CA001SA0015,63,40.0,,
64,CA001SA0016,64,41.0,,
65,CA001SA0017,65,42.0,,
66,CA001SA0018,66,43.0,,
67,CA001SA0019,67,44.0,,
68,CA001SA0020,68,45.0,,
69,CA001SA0021,69,46.0,,
70,CA001SA0022,70,47.0,,
71,CA001SA0023,71,48.0,,
72,CA001SA0024,72,49.0,,
