,index,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
0,CC176SA5627,1,,
1,CC176SA5628,2,,
2,CC176SA5629,3,,
3,CC176SA5630,4,,
4,CC176SA5633,5,,
5,CC176SA5634,6,,
6,CC176SA5636,7,,
7,CC176SA5637,8,,
8,CC176SA5639,9,,
9,CC176SA5640,10,,
10,CC176SA5641,11,,
11,CC176SA5642,12,,
12,CC176SA5643,13,,
13,CC176SA5644,14,,
14,CC176SA5645,15,,
15,CC176SA5646,16,,
16,CC176SA5648,17,,
17,CC176SA5649,18,,
18,CC176SA5650,19,,
19,CC176SA5652,20,,
20,CC176SA5654,21,,
21,CC176SA5655,22,,
22,CC176SA5657,23,,
23,AGD102-130SA0001,0,,
24,AGD207-410SA0001,1,,
25,AGD207-410SA0002,2,,
26,AGD207-412SA0001,3,,
27,AGD207-412SA0003,4,,
28,AGD207-413SA0001,5,,
29,AGD207-414SA0001,6,,
30,AGD207-414SA0002,7,,
31,AGD207-414SA0003,8,,
32,AGD207-415SA0001,9,,
33,AGD207-415SA0002,10,,
34,AGD207-420SA0003,11,,
35,AGD207-427SA0001,12,,
36,AGD301-172SA0001,13,,
37,CA001SA0013,14,,
38,CA001SA0014,15,,
39,CA001SA0015,16,,
40,CA001SA0016,17,,
41,CA001SA0017,18,,
42,CA001SA0018,19,,
43,CA001SA0019,20,,
44,CA001SA0021,21,,
45,CA001SA0022,22,,
46,CA001SA0023,23,,
47,CA001SA0025,24,,
48,CA001SA0027,25,,
49,CA001SA0028,26,,
50,CA001SA0030,27,,
51,CA001SA0033,28,,
52,CA002SA0315,29,,
53,CA002SA0316,30,,
54,CA002SA0318,31,,
55,CA002SA0319,32,,
56,CA002SA0320,33,,
57,CA002SA0322,34,,
58,CA002SA0323,35,,
59,CA002SA0324,36,,
60,CA002SA0326,37,,
61,CA002SA0327,38,,
62,CA002SA0328,39,,
63,CA002SA0331,40,,
64,CA002SA0336,41,,
65,CA002SA0351,42,,
66,CA002SA0352,43,,
67,CA002SA0353,44,,
68,CA002SA0354,45,,
69,CA002SA0355,46,,
70,CA002SA0356,47,,
71,CA002SA0359,48,,
72,CA002SA0361,49,,
73,CA002SA0362,50,,
74,CA002SA0364,51,,
75,CA002SA0366,52,,
76,CA002SA0367,53,,
77,CA002SA0368,54,,
78,CA002SA0369,55,,
79,CA002SA0370,56,,
80,CA002SA0371,57,,
81,CA002SA0372,58,,
82,CA002SA0373,59,,
83,CA002SA0374,60,,
84,CA002SA0375,61,,
85,CA002SA0376,62,,
86,CA002SA0377,63,,
87,CA002SA0378,64,,
88,CA002SA0380,65,,
89,CA002SA0381,66,,
90,CA002SA0382,67,,
91,CA002SA0383,68,,
92,CA002SA0384,69,,
93,CA002SA0386,70,,
94,CA002SA0398,71,,
95,CA002SA0400,72,,
96,CA002SA0404,73,,
97,CA002SA0406,74,,
98,CA002SA0407,75,,
99,CA002SA0409,76,,
100,CA002SA0410,77,,
101,CA002SA0411,78,,
102,CA002SA0412,79,,
103,CA002SA0414,80,,
104,CA002SA0416,81,,
105,CA002SA0418,82,,
106,CA002SA0419,83,,
107,CA002SA0420,84,,
108,CA002SA0421,85,,
109,CA002SA0422,86,,
110,CA002SA0423,87,,
111,CA002SA0424,88,,
112,CA002SA0425,89,,
113,CA002SA0426,90,,
114,CA002SA0427,91,,
115,CA002SA0428,92,,
116,CA002SA0429,93,,
117,CA002SA0430,94,,
118,CA002SA0431,95,,
119,CA002SA0432,96,,
120,CA002SA0435,97,,
121,CA002SA0437,98,,
122,CA002SA0438,99,,
123,CA002SA0439,100,,
124,CA002SA0441,101,,
125,CA002SA0442,102,,
126,CA002SA0443,103,,
127,CA002SA0444,104,,
128,CA002SA0446,105,,
129,CA002SA0447,106,,
130,CA002SA0449,107,,
131,CA002SA0450,108,,
132,CA002SA0452,109,,
133,CA002SA0453,110,,
134,CA002SA0454,111,,
135,CA002SA0455,112,,
136,CA002SA0456,113,,
137,CA002SA0459,114,,
138,CA002SA0463,115,,
139,CA002SA0464,116,,
140,CA002SA0465,117,,
141,CA002SA0466,118,,
142,CA002SA0468,119,,
143,CA002SA0469,120,,
144,CA002SA0470,121,,
145,CA002SA0471,122,,
146,CA002SA0473,123,,
147,CA002SA0474,124,,
148,CA002SA0475,125,,
149,CA002SA0476,126,,
150,CA002SA0477,127,,
151,CA002SA0478,128,,
152,CA002SA0479,129,,
153,CA002SA0480,130,,
154,CA002SA0481,131,,
155,CA002SA0483,132,,
156,CA002SA0485,133,,
157,CA002SA0486,134,,
158,CA002SA0487,135,,
159,CA002SA0488,136,,
160,CA002SA0489,137,,
161,CA002SA0490,138,,
162,CA002SA0491,139,,
163,CA002SA0492,140,,
164,CA002SA0494,141,,
165,CA002SA0495,142,,
166,CA002SA0500,143,,
167,CA002SA0502,144,,
168,CA002SA0503,145,,
169,CA002SA0504,146,,
170,CA002SA0505,147,,
171,CA002SA0506,148,,
172,CA002SA0507,149,,
173,CA002SA0508,150,,
174,CA002SA0509,151,,
175,CA002SA0510,152,,
176,CA002SA0511,153,,
177,CA002SA0512,154,,
178,CA002SA0513,155,,
179,CA002SA0514,156,,
180,CA002SA0516,157,,
181,CA002SA0518,158,,
182,CA002SA0519,159,,
183,CA002SA0520,160,,
184,CA002SA0533,161,,
185,CA002SA0534,162,,
186,CA002SA0537,163,,
187,CA002SA0538,164,,
188,CA002SA0539,165,,
189,CA002SA0540,166,,
190,CA002SA0541,167,,
191,CA002SA0542,168,,
192,CA002SA0544,169,,
193,CA002SA0546,170,,
194,CA002SA0547,171,,
195,CA002SA0549,172,,
196,CA002SA0550,173,,
197,CA002SA0552,174,,
198,CA002SA0554,175,,
199,CA002SA0555,176,,
200,CA002SA0556,177,,
201,CA002SA0558,178,,
202,CA002SA0559,179,,
203,CA002SA0561,180,,
204,CA002SA0562,181,,
205,CA002SA0564,182,,
206,CA002SA0565,183,,
207,CA002SA0566,184,,
208,CA002SA0567,185,,
209,CA002SA0568,186,,
210,CA002SA0570,187,,
211,CA002SA0571,188,,
212,CA002SA0576,189,,
213,CA002SA0577,190,,
214,CA002SA0578,191,,
215,CA002SA0579,192,,
216,CA002SA0581,193,,
217,CA002SA0582,194,,
218,CA002SA0583,195,,
219,CA002SA0584,196,,
220,CA002SA0585,197,,
221,CA002SA0586,198,,
222,CA002SA0587,199,,
223,CA002SA0588,200,,
224,CA002SA0590,201,,
225,CA002SA0591,202,,
226,CA002SA0593,203,,
227,CA002SA0604,204,,
228,CA002SA0605,205,,
229,CA002SA0606,206,,
230,CA002SA0607,207,,
231,CA002SA0608,208,,
232,CA002SA0610,209,,
233,CA002SA0611,210,,
234,CA002SA0612,211,,
235,CA002SA0613,212,,
236,CA004SA0061,213,,
237,CA004SA0062,214,,
238,CA004SA0064,215,,
239,CA004SA0065,216,,
240,CA004SA0067,217,,
241,CA004SA0068,218,,
242,CA004SA0069,219,,
243,CA004SA0070,220,,
244,CA004SA0071,221,,
245,CA004SA0072,222,,
246,CA004SA0074,223,,
247,CA004SA0075,224,,
248,CA004SA0077,225,,
249,CA014SA0065,226,,
250,CA014SA0066,227,,
251,CA014SA0075,228,,
252,CA014SA0076,229,,
253,CA014SA0077,230,,
254,CA014SA0078,231,,
255,CA014SA0080,232,,
256,CA014SA0082,233,,
257,CA014SA0083,234,,
258,CA014SA0084,235,,
259,CA014SA0087,236,,
260,CA014SA0089,237,,
261,CA014SA0092,238,,
262,CA014SA0093,239,,
263,CA014SA0095,240,,
264,CA014SA0100,241,,
265,CA014SA0101,242,,
266,CA014SA0102,243,,
267,CA014SA0104,244,,
268,CA014SA0105,245,,
269,CA014SA0108,246,,
270,CA014SA0110,247,,
271,CA014SA0111,248,,
272,CA014SA0112,249,,
273,CA014SA0113,250,,
274,CA014SA0115,251,,
275,CA014SA0116,252,,
276,CA014SA0117,253,,
277,CA014SA0118,254,,
278,CA014SA0119,255,,
279,CA014SA0120,256,,
280,CA014SA0121,257,,
281,CA014SA0122,258,,
282,CA014SA0123,259,,
283,CA014SA0128,260,,
284,CA014SA0129,261,,
285,CA014SA0130,262,,
286,CA014SA0132,263,,
287,CA014SA0133,264,,
288,CA014SA0134,265,,
289,CA014SA0138,266,,
290,CA014SA0139,267,,
291,CA014SA0140,268,,
292,CA014SA0141,269,,
293,CA014SA0142,270,,
294,CA014SA0143,271,,
295,CA014SA0144,272,,
296,CA014SA0145,273,,
297,CA014SA0146,274,,
298,CA014SA0147,275,,
299,CA014SA0148,276,,
300,CA014SA0149,277,,
301,CA014SA0151,278,,
302,CA019SA0001,279,,
303,CA019SA0002,280,,
304,CA022SA0325,281,,
305,CA022SA0326,282,,
306,CA022SA0327,283,,
307,CA022SA0328,284,,
308,CA022SA0330,285,,
309,CA022SA0332,286,,
310,CA022SA0333,287,,
311,CA022SA0335,288,,
312,CA022SA0337,289,,
313,CA022SA0338,290,,
314,CA022SA0340,291,,
315,CA022SA0341,292,,
316,CA022SA0342,293,,
317,CA022SA0343,294,,
318,CA022SA0345,295,,
319,CA022SA0346,296,,
320,CA022SA0347,297,,
321,CA022SA0348,298,,
322,CA022SA0349,299,,
323,CA022SA0350,300,,
324,CA022SA0351,301,,
325,CA022SA0353,302,,
326,CA022SA0354,303,,
327,CA022SA0355,304,,
328,CA022SA0356,305,,
329,CA022SA0359,306,,
330,CA022SA0360,307,,
331,CA022SA0361,308,,
332,CA022SA0362,309,,
333,CA022SA0363,310,,
334,CA022SA0364,311,,
335,CA022SA0366,312,,
336,CA022SA0367,313,,
337,CA022SA0368,314,,
338,CA022SA0369,315,,
339,CA022SA0370,316,,
340,CA022SA0372,317,,
341,CA022SA0374,318,,
342,CA022SA0375,319,,
343,CA022SA0376,320,,
344,CA022SA0378,321,,
345,CA022SA0379,322,,
346,CA022SA0382,323,,
347,CA022SA0384,324,,
348,CA022SA0385,325,,
349,CA022SA0387,326,,
350,CA022SA0388,327,,
351,CA022SA0390,328,,
352,CA022SA0391,329,,
353,CA022SA0392,330,,
354,CA022SA0393,331,,
355,CA022SA0394,332,,
356,CA022SA0395,333,,
357,CA022SA0397,334,,
358,CA022SA0398,335,,
359,CA022SA0401,336,,
360,CA022SA0402,337,,
361,CA022SA0403,338,,
362,CA022SA0405,339,,
363,CA022SA0406,340,,
364,CA022SA0407,341,,
365,CA022SA0408,342,,
366,CA022SA0409,343,,
367,CA022SA0410,344,,
368,CA022SA0412,345,,
369,CA022SA0413,346,,
370,CA022SA0414,347,,
371,CA022SA0415,348,,
372,CA022SA0416,349,,
373,CA022SA0417,350,,
374,CA022SA0418,351,,
375,CA022SA0420,352,,
376,CA022SA0421,353,,
377,CA022SA0422,354,,
378,CA022SA0423,355,,
379,CA022SA0424,356,,
380,CA022SA0425,357,,
381,CA022SA0426,358,,
382,CA022SA0427,359,,
383,CA022SA0429,360,,
384,CA022SA0430,361,,
385,CA022SA0431,362,,
386,CA022SA0432,363,,
387,CA022SA0433,364,,
388,CA022SA0435,365,,
389,CA022SA0436,366,,
390,CA022SA0438,367,,
391,CA022SA0440,368,,
392,CA022SA0441,369,,
393,CA022SA0442,370,,
394,CA022SA0443,371,,
395,CA022SA0444,372,,
396,CA022SA0445,373,,
397,CA022SA0446,374,,
398,CA022SA0448,375,,
399,CA022SA0449,376,,
400,CA022SA0450,377,,
401,CA022SA0451,378,,
402,CA022SA0452,379,,
403,CA022SA0453,380,,
404,CA022SA0454,381,,
405,CA022SA0457,382,,
406,CA022SA0460,383,,
407,CA022SA0461,384,,
408,CA022SA0463,385,,
409,CA022SA0465,386,,
410,CA022SA0468,387,,
411,CA022SA0469,388,,
412,CA022SA0470,389,,
413,CA022SA0471,390,,
414,CA022SA0472,391,,
415,CA022SA0473,392,,
416,CA022SA0474,393,,
417,CA022SA0477,394,,
418,CA022SA0478,395,,
419,CA022SA0480,396,,
420,CA022SA0482,397,,
421,CA022SA0483,398,,
422,CA022SA0484,399,,
423,CA022SA0485,400,,
424,CA022SA0489,401,,
425,CA022SA0490,402,,
426,CA022SA0491,403,,
427,CA022SA0492,404,,
428,CA022SA0494,405,,
429,CA022SA0496,406,,
430,CA022SA0497,407,,
